unIDyearSite,uniqueIDYear,uniqueID,site,year,block,row,treat,seedl_nr,height,diam_mm,dateYear,mort_date,notes,mortality,mort_binar,waxQual,damage,percentDebark,waxHeight_cm,rootCol,origNotes,mort2,rank
B10R5_chemicalS_7_2020_nursery,B10R5_chemicalS_7_2020,B10R5_chemicalS_7,nursery,2020,10,5,chemical,7,96,25.3,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R5_chemicalS_8_2018_nursery,B10R5_chemicalS_8_2018,B10R5_chemicalS_8,nursery,2018,10,5,chemical,8,69.5,14,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R5_chemicalS_8_2019_nursery,B10R5_chemicalS_8_2019,B10R5_chemicalS_8,nursery,2019,10,5,chemical,8,85,22.4,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R5_chemicalS_8_2020_nursery,B10R5_chemicalS_8_2020,B10R5_chemicalS_8,nursery,2020,10,5,chemical,8,154,36.3,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R5_chemicalS_9_2018_nursery,B10R5_chemicalS_9_2018,B10R5_chemicalS_9,nursery,2018,10,5,chemical,9,73,13,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R5_chemicalS_9_2019_nursery,B10R5_chemicalS_9_2019,B10R5_chemicalS_9,nursery,2019,10,5,chemical,9,77,23,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R5_chemicalS_9_2020_nursery,B10R5_chemicalS_9_2020,B10R5_chemicalS_9,nursery,2020,10,5,chemical,9,129,32.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_1_2018_nursery,B10R6_glueS_1_2018,B10R6_glueS_1,nursery,2018,10,6,glue,1,61,12.6,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_1_2019_nursery,B10R6_glueS_1_2019,B10R6_glueS_1,nursery,2019,10,6,glue,1,64,20.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_1_2020_nursery,B10R6_glueS_1_2020,B10R6_glueS_1,nursery,2020,10,6,glue,1,106,31.3,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_10_2018_nursery,B10R6_glueS_10_2018,B10R6_glueS_10,nursery,2018,10,6,glue,10,57,10.5,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_10_2019_nursery,B10R6_glueS_10_2019,B10R6_glueS_10,nursery,2019,10,6,glue,10,59,20.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_10_2020_nursery,B10R6_glueS_10_2020,B10R6_glueS_10,nursery,2020,10,6,glue,10,103,34.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_2_2018_nursery,B10R6_glueS_2_2018,B10R6_glueS_2,nursery,2018,10,6,glue,2,61,12.5,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_2_2019_nursery,B10R6_glueS_2_2019,B10R6_glueS_2,nursery,2019,10,6,glue,2,64,21.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_2_2020_nursery,B10R6_glueS_2_2020,B10R6_glueS_2,nursery,2020,10,6,glue,2,100,33.9,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_3_2018_nursery,B10R6_glueS_3_2018,B10R6_glueS_3,nursery,2018,10,6,glue,3,54,8.5,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_3_2019_nursery,B10R6_glueS_3_2019,B10R6_glueS_3,nursery,2019,10,6,glue,3,57,16.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_3_2020_nursery,B10R6_glueS_3_2020,B10R6_glueS_3,nursery,2020,10,6,glue,3,90,25.6,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_4_2018_nursery,B10R6_glueS_4_2018,B10R6_glueS_4,nursery,2018,10,6,glue,4,52,9.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_4_2019_nursery,B10R6_glueS_4_2019,B10R6_glueS_4,nursery,2019,10,6,glue,4,59.5,15.2,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_4_2020_nursery,B10R6_glueS_4_2020,B10R6_glueS_4,nursery,2020,10,6,glue,4,97,24.8,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_5_2018_nursery,B10R6_glueS_5_2018,B10R6_glueS_5,nursery,2018,10,6,glue,5,53,11.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_5_2019_nursery,B10R6_glueS_5_2019,B10R6_glueS_5,nursery,2019,10,6,glue,5,59,19.8,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_5_2020_nursery,B10R6_glueS_5_2020,B10R6_glueS_5,nursery,2020,10,6,glue,5,106,30.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_6_2018_nursery,B10R6_glueS_6_2018,B10R6_glueS_6,nursery,2018,10,6,glue,6,56,12,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_6_2019_nursery,B10R6_glueS_6_2019,B10R6_glueS_6,nursery,2019,10,6,glue,6,63,22.1,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_6_2020_nursery,B10R6_glueS_6_2020,B10R6_glueS_6,nursery,2020,10,6,glue,6,115,33.9,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_7_2018_nursery,B10R6_glueS_7_2018,B10R6_glueS_7,nursery,2018,10,6,glue,7,57,9.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_7_2019_nursery,B10R6_glueS_7_2019,B10R6_glueS_7,nursery,2019,10,6,glue,7,66,21.4,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_7_2020_nursery,B10R6_glueS_7_2020,B10R6_glueS_7,nursery,2020,10,6,glue,7,97,32,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_8_2018_nursery,B10R6_glueS_8_2018,B10R6_glueS_8,nursery,2018,10,6,glue,8,71,8.7,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_8_2019_nursery,B10R6_glueS_8_2019,B10R6_glueS_8,nursery,2019,10,6,glue,8,76,17.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_8_2020_nursery,B10R6_glueS_8_2020,B10R6_glueS_8,nursery,2020,10,6,glue,8,104,24.1,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_9_2018_nursery,B10R6_glueS_9_2018,B10R6_glueS_9,nursery,2018,10,6,glue,9,54,10.5,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_9_2019_nursery,B10R6_glueS_9_2019,B10R6_glueS_9,nursery,2019,10,6,glue,9,52.5,19.8,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R6_glueS_9_2020_nursery,B10R6_glueS_9_2020,B10R6_glueS_9,nursery,2020,10,6,glue,9,94,30,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_1_2018_nursery,B1R1_glueS_1_2018,B1R1_glueS_1,nursery,2018,1,1,glue,1,54,11.5,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_1_2019_nursery,B1R1_glueS_1_2019,B1R1_glueS_1,nursery,2019,1,1,glue,1,59,16.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_1_2020_nursery,B1R1_glueS_1_2020,B1R1_glueS_1,nursery,2020,1,1,glue,1,61,30.8,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_10_2018_nursery,B1R1_glueS_10_2018,B1R1_glueS_10,nursery,2018,1,1,glue,10,59,10.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_10_2019_nursery,B1R1_glueS_10_2019,B1R1_glueS_10,nursery,2019,1,1,glue,10,56,20.1,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_10_2020_nursery,B1R1_glueS_10_2020,B1R1_glueS_10,nursery,2020,1,1,glue,10,89,35.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_2_2018_nursery,B1R1_glueS_2_2018,B1R1_glueS_2,nursery,2018,1,1,glue,2,52,11.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_2_2019_nursery,B1R1_glueS_2_2019,B1R1_glueS_2,nursery,2019,1,1,glue,2,52,14.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_2_2020_nursery,B1R1_glueS_2_2020,B1R1_glueS_2,nursery,2020,1,1,glue,2,62,21.9,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_3_2018_nursery,B1R1_glueS_3_2018,B1R1_glueS_3,nursery,2018,1,1,glue,3,64,10.5,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_3_2019_nursery,B1R1_glueS_3_2019,B1R1_glueS_3,nursery,2019,1,1,glue,3,65,16.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_3_2020_nursery,B1R1_glueS_3_2020,B1R1_glueS_3,nursery,2020,1,1,glue,3,77,31.1,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_4_2018_nursery,B1R1_glueS_4_2018,B1R1_glueS_4,nursery,2018,1,1,glue,4,42,8.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_4_2019_nursery,B1R1_glueS_4_2019,B1R1_glueS_4,nursery,2019,1,1,glue,4,45,15.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_4_2020_nursery,B1R1_glueS_4_2020,B1R1_glueS_4,nursery,2020,1,1,glue,4,67,25.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_5_2018_nursery,B1R1_glueS_5_2018,B1R1_glueS_5,nursery,2018,1,1,glue,5,50,6.9,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_5_2019_nursery,B1R1_glueS_5_2019,B1R1_glueS_5,nursery,2019,1,1,glue,5,52,16.2,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_5_2020_nursery,B1R1_glueS_5_2020,B1R1_glueS_5,nursery,2020,1,1,glue,5,85,24.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_6_2018_nursery,B1R1_glueS_6_2018,B1R1_glueS_6,nursery,2018,1,1,glue,6,56,12.6,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_6_2019_nursery,B1R1_glueS_6_2019,B1R1_glueS_6,nursery,2019,1,1,glue,6,58,17.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_6_2020_nursery,B1R1_glueS_6_2020,B1R1_glueS_6,nursery,2020,1,1,glue,6,90,35,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_7_2018_nursery,B1R1_glueS_7_2018,B1R1_glueS_7,nursery,2018,1,1,glue,7,51,9.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_7_2019_nursery,B1R1_glueS_7_2019,B1R1_glueS_7,nursery,2019,1,1,glue,7,51,14.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_7_2020_nursery,B1R1_glueS_7_2020,B1R1_glueS_7,nursery,2020,1,1,glue,7,71,26,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_8_2018_nursery,B1R1_glueS_8_2018,B1R1_glueS_8,nursery,2018,1,1,glue,8,48,9.7,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_8_2019_nursery,B1R1_glueS_8_2019,B1R1_glueS_8,nursery,2019,1,1,glue,8,55,16,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_8_2020_nursery,B1R1_glueS_8_2020,B1R1_glueS_8,nursery,2020,1,1,glue,8,76,25.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_9_2018_nursery,B1R1_glueS_9_2018,B1R1_glueS_9,nursery,2018,1,1,glue,9,59,10.4,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_9_2019_nursery,B1R1_glueS_9_2019,B1R1_glueS_9,nursery,2019,1,1,glue,9,60,18.2,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R1_glueS_9_2020_nursery,B1R1_glueS_9_2020,B1R1_glueS_9,nursery,2020,1,1,glue,9,86,269,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_1_2018_nursery,B1R2_collarS_1_2018,B1R2_collarS_1,nursery,2018,1,2,collar,1,51,10.6,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_1_2019_nursery,B1R2_collarS_1_2019,B1R2_collarS_1,nursery,2019,1,2,collar,1,53,12.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_1_2020_nursery,B1R2_collarS_1_2020,B1R2_collarS_1,nursery,2020,1,2,collar,1,70,21,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_10_2018_nursery,B1R2_collarS_10_2018,B1R2_collarS_10,nursery,2018,1,2,collar,10,46.5,8.1,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_10_2019_nursery,B1R2_collarS_10_2019,B1R2_collarS_10,nursery,2019,1,2,collar,10,65,13.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_10_2020_nursery,B1R2_collarS_10_2020,B1R2_collarS_10,nursery,2020,1,2,collar,10,91,25.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_2_2018_nursery,B1R2_collarS_2_2018,B1R2_collarS_2,nursery,2018,1,2,collar,2,49.5,10.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_2_2019_nursery,B1R2_collarS_2_2019,B1R2_collarS_2,nursery,2019,1,2,collar,2,54,11.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_2_2020_nursery,B1R2_collarS_2_2020,B1R2_collarS_2,nursery,2020,1,2,collar,2,60,19.6,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_3_2018_nursery,B1R2_collarS_3_2018,B1R2_collarS_3,nursery,2018,1,2,collar,3,53.5,9.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_3_2019_nursery,B1R2_collarS_3_2019,B1R2_collarS_3,nursery,2019,1,2,collar,3,56,12.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_3_2020_nursery,B1R2_collarS_3_2020,B1R2_collarS_3,nursery,2020,1,2,collar,3,57,16.4,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_4_2018_nursery,B1R2_collarS_4_2018,B1R2_collarS_4,nursery,2018,1,2,collar,4,53.5,8.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_4_2019_nursery,B1R2_collarS_4_2019,B1R2_collarS_4,nursery,2019,1,2,collar,4,56,13.2,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_4_2020_nursery,B1R2_collarS_4_2020,B1R2_collarS_4,nursery,2020,1,2,collar,4,98,25.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_5_2018_nursery,B1R2_collarS_5_2018,B1R2_collarS_5,nursery,2018,1,2,collar,5,44,9.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_5_2019_nursery,B1R2_collarS_5_2019,B1R2_collarS_5,nursery,2019,1,2,collar,5,53,14.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_5_2020_nursery,B1R2_collarS_5_2020,B1R2_collarS_5,nursery,2020,1,2,collar,5,81,25.6,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_6_2018_nursery,B1R2_collarS_6_2018,B1R2_collarS_6,nursery,2018,1,2,collar,6,57,12.7,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_6_2019_nursery,B1R2_collarS_6_2019,B1R2_collarS_6,nursery,2019,1,2,collar,6,72,19.9,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_6_2020_nursery,B1R2_collarS_6_2020,B1R2_collarS_6,nursery,2020,1,2,collar,6,86,31.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_7_2018_nursery,B1R2_collarS_7_2018,B1R2_collarS_7,nursery,2018,1,2,collar,7,45.5,8.6,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_7_2019_nursery,B1R2_collarS_7_2019,B1R2_collarS_7,nursery,2019,1,2,collar,7,59.5,16.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_7_2020_nursery,B1R2_collarS_7_2020,B1R2_collarS_7,nursery,2020,1,2,collar,7,89,24.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_8_2018_nursery,B1R2_collarS_8_2018,B1R2_collarS_8,nursery,2018,1,2,collar,8,47,8.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_8_2019_nursery,B1R2_collarS_8_2019,B1R2_collarS_8,nursery,2019,1,2,collar,8,49,13.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_8_2020_nursery,B1R2_collarS_8_2020,B1R2_collarS_8,nursery,2020,1,2,collar,8,96,21.1,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_9_2018_nursery,B1R2_collarS_9_2018,B1R2_collarS_9,nursery,2018,1,2,collar,9,64,11.7,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_9_2019_nursery,B1R2_collarS_9_2019,B1R2_collarS_9,nursery,2019,1,2,collar,9,70,16.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R2_collarS_9_2020_nursery,B1R2_collarS_9_2020,B1R2_collarS_9,nursery,2020,1,2,collar,9,95,24.1,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R3_wax CS_1_2018_nursery,B1R3_wax CS_1_2018,B1R3_wax CS_1,nursery,2018,1,3,wax C,1,NA,NA,2018,2018,other,dead,1,2,0,NA,NA,NA,dead,2018,3
B1R3_wax CS_10_2018_nursery,B1R3_wax CS_10_2018,B1R3_wax CS_10,nursery,2018,1,3,wax C,10,31,5.9,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B1R3_wax CS_10_2019_nursery,B1R3_wax CS_10_2019,B1R3_wax CS_10,nursery,2019,1,3,wax C,10,36,8.9,2019,0,alive,alive,0,1,0,NA,NA,NA,alive,0,2
B1R3_wax CS_10_2020_nursery,B1R3_wax CS_10_2020,B1R3_wax CS_10,nursery,2020,1,3,wax C,10,61,14,2020,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B1R3_wax CS_2_2018_nursery,B1R3_wax CS_2_2018,B1R3_wax CS_2,nursery,2018,1,3,wax C,2,41,5.6,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B1R3_wax CS_2_2019_nursery,B1R3_wax CS_2_2019,B1R3_wax CS_2,nursery,2019,1,3,wax C,2,46.5,10.7,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B1R3_wax CS_2_2020_nursery,B1R3_wax CS_2_2020,B1R3_wax CS_2,nursery,2020,1,3,wax C,2,53,9.6,2020,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B1R3_wax CS_3_2018_nursery,B1R3_wax CS_3_2018,B1R3_wax CS_3,nursery,2018,1,3,wax C,3,NA,NA,2018,2018,other,dead,1,1,0,NA,NA,NA,dead,2018,2
B1R3_wax CS_4_2018_nursery,B1R3_wax CS_4_2018,B1R3_wax CS_4,nursery,2018,1,3,wax C,4,42,9.2,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B1R3_wax CS_4_2019_nursery,B1R3_wax CS_4_2019,B1R3_wax CS_4,nursery,2019,1,3,wax C,4,36,10,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B1R3_wax CS_4_2020_nursery,B1R3_wax CS_4_2020,B1R3_wax CS_4,nursery,2020,1,3,wax C,4,51,21.1,2020,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B1R3_wax CS_5_2018_nursery,B1R3_wax CS_5_2018,B1R3_wax CS_5,nursery,2018,1,3,wax C,5,NA,NA,2018,2018,other,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B1R3_wax CS_6_2018_nursery,B1R3_wax CS_6_2018,B1R3_wax CS_6,nursery,2018,1,3,wax C,6,NA,NA,2018,2018,other,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B1R3_wax CS_7_2018_nursery,B1R3_wax CS_7_2018,B1R3_wax CS_7,nursery,2018,1,3,wax C,7,31,8.7,2018,0,alive,alive,0,1,0,NA,NA,NA,alive,0,2
B1R3_wax CS_7_2019_nursery,B1R3_wax CS_7_2019,B1R3_wax CS_7,nursery,2019,1,3,wax C,7,NA,NA,2019,2019,other,dead,1,NA,0,NA,NA,NA,dead,2019,NA
B1R3_wax CS_8_2018_nursery,B1R3_wax CS_8_2018,B1R3_wax CS_8,nursery,2018,1,3,wax C,8,40,9.2,2018,0,alive,alive,0,1,0,NA,NA,NA,alive,0,2
B1R3_wax CS_8_2019_nursery,B1R3_wax CS_8_2019,B1R3_wax CS_8,nursery,2019,1,3,wax C,8,43,13,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B1R3_wax CS_8_2020_nursery,B1R3_wax CS_8_2020,B1R3_wax CS_8,nursery,2020,1,3,wax C,8,73,20.6,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B1R3_wax CS_9_2018_nursery,B1R3_wax CS_9_2018,B1R3_wax CS_9,nursery,2018,1,3,wax C,9,44,8.4,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B1R3_wax CS_9_2019_nursery,B1R3_wax CS_9_2019,B1R3_wax CS_9,nursery,2019,1,3,wax C,9,45.5,10.6,2019,0,alive,alive,0,1,0,NA,NA,NA,alive,0,2
B1R3_wax CS_9_2020_nursery,B1R3_wax CS_9_2020,B1R3_wax CS_9,nursery,2020,1,3,wax C,9,54,13.9,2020,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B1R4_chemicalS_1_2018_nursery,B1R4_chemicalS_1_2018,B1R4_chemicalS_1,nursery,2018,1,4,chemical,1,66,9.6,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_1_2019_nursery,B1R4_chemicalS_1_2019,B1R4_chemicalS_1,nursery,2019,1,4,chemical,1,66,15.4,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_1_2020_nursery,B1R4_chemicalS_1_2020,B1R4_chemicalS_1,nursery,2020,1,4,chemical,1,101,28.6,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_10_2018_nursery,B1R4_chemicalS_10_2018,B1R4_chemicalS_10,nursery,2018,1,4,chemical,10,57,7.5,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_10_2019_nursery,B1R4_chemicalS_10_2019,B1R4_chemicalS_10,nursery,2019,1,4,chemical,10,62,10.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_10_2020_nursery,B1R4_chemicalS_10_2020,B1R4_chemicalS_10,nursery,2020,1,4,chemical,10,104,19.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_2_2018_nursery,B1R4_chemicalS_2_2018,B1R4_chemicalS_2,nursery,2018,1,4,chemical,2,59,13.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_2_2019_nursery,B1R4_chemicalS_2_2019,B1R4_chemicalS_2,nursery,2019,1,4,chemical,2,61,20.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_2_2020_nursery,B1R4_chemicalS_2_2020,B1R4_chemicalS_2,nursery,2020,1,4,chemical,2,82,31.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_3_2018_nursery,B1R4_chemicalS_3_2018,B1R4_chemicalS_3,nursery,2018,1,4,chemical,3,51,9.4,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_3_2019_nursery,B1R4_chemicalS_3_2019,B1R4_chemicalS_3,nursery,2019,1,4,chemical,3,54,14.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_3_2020_nursery,B1R4_chemicalS_3_2020,B1R4_chemicalS_3,nursery,2020,1,4,chemical,3,74,24.1,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_4_2018_nursery,B1R4_chemicalS_4_2018,B1R4_chemicalS_4,nursery,2018,1,4,chemical,4,53,9.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_4_2019_nursery,B1R4_chemicalS_4_2019,B1R4_chemicalS_4,nursery,2019,1,4,chemical,4,52,11.1,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_4_2020_nursery,B1R4_chemicalS_4_2020,B1R4_chemicalS_4,nursery,2020,1,4,chemical,4,85,21.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_5_2018_nursery,B1R4_chemicalS_5_2018,B1R4_chemicalS_5,nursery,2018,1,4,chemical,5,54,10.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_5_2019_nursery,B1R4_chemicalS_5_2019,B1R4_chemicalS_5,nursery,2019,1,4,chemical,5,54,12,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B1R4_chemicalS_5_2020_nursery,B1R4_chemicalS_5_2020,B1R4_chemicalS_5,nursery,2020,1,4,chemical,5,85,21.8,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
